,Date,Year,Month,Global Temperature Anomaly,Nino 1+2 SST,Nino 1+2 SST Anomaly,Nino 3 SST,Nino 3 SST Anomaly,Nino 3.4 SST,Nino 3.4 SST Anomaly,Nino 4 SST,Nino 4 SST Anomaly,   TNI,SOI,  OLR,   PNA, NOI,ENSO Precipitation Index,BEST,Season (2-Month),MEI.ext,MEI.v2,Season (3-Month),  ONI,RONI,Season (12-Month),ENSO Phase-Intensity
361,2/1/1980,1980,FEB,0.39,25.68,-0.42,26.44,0.03,26.97,0.22,28.56,0.36,-1.201,0.5,0.4,2.03,-8.808,-0.462,0.24,JF,0.813,0.21,JFM,0.46,0.46,1980-1981,N
362,3/1/1980,1980,MAR,0.29,26.48,-0.01,27.03,-0.18,27.31,0.03,28.51,0.19,-1.040,-0.7,-1.1,-0.64,1.919,0.412,0.54,FM,0.832,0.39,FMA,0.34,0.22,1980-1981,N
363,4/1/1980,1980,APR,0.30,25.54,0.00,27.38,-0.20,27.75,-0.07,28.76,0.14,-0.996,-1.0,0.0,1.66,-0.811,-0.337,0.87,MA,1.167,0.50,MAM,0.38,0.14,1980-1981,N
364,5/1/1980,1980,MAY,0.35,23.98,-0.43,27.10,-0.15,28.01,0.08,29.18,0.26,-1.039,0.0,-0.2,-0.16,0.384,0.759,0.43,AM,1.249,0.45,AMJ,0.48,0.27,1980-1981,N
365,6/1/1980,1980,JUN,0.20,22.76,-0.36,26.70,0.08,27.94,0.21,29.13,0.16,-1.039,0.0,-0.7,-0.81,1.308,-0.131,0.63,MJ,0.919,0.55,MJJ,0.46,0.51,1980-1981,N
366,7/1/1980,1980,JUL,0.22,21.12,-0.84,25.57,-0.23,27.23,-0.06,28.92,0.02,-1.018,-0.1,-0.3,-0.81,-0.727,0.566,0.23,JJ,0.783,0.47,JJA,0.25,0.20,1980-1981,N
367,8/1/1980,1980,AUG,0.18,20.52,-0.48,24.78,-0.34,26.48,-0.38,28.50,-0.29,-1.135,0.6,-0.9,-2.03,-0.748,-0.975,-0.14,JA,0.689,0.03,JAS,0.03,-0.13,1980-1981,N
368,9/1/1980,1980,SEP,0.21,20.43,-0.30,24.72,-0.18,26.44,-0.28,28.49,-0.27,-1.284,-0.8,0.0,-0.08,-1.227,0.106,0.24,AS,0.411,0.12,ASO,-0.07,-0.05,1980-1981,N
369,10/1/1980,1980,OCT,0.13,20.52,-0.50,24.56,-0.42,26.46,-0.26,28.74,-0.02,-1.291,0.0,-0.3,2.87,0.112,-0.086,0.11,SO,0.336,0.03,SON,0.02,0.05,1980-1981,N
370,11/1/1980,1980,NOV,0.30,21.24,-0.41,25.00,-0.10,26.60,-0.10,28.68,-0.02,-1.393,-0.6,-0.4,1.28,2.172,0.351,0.31,ON,0.226,-0.08,OND,0.11,0.17,1980-1981,N
371,12/1/1980,1980,DEC,0.21,22.41,-0.40,25.23,0.01,26.65,0.05,28.51,-0.03,-1.425,-0.1,0.3,-0.57,-1.494,-0.833,0.34,ND,0.189,-0.12,NDJ,-0.01,0.38,1980-1981,N
372,1/1/1981,1981,JAN,0.53,23.06,-1.50,24.95,-0.71,26.18,-0.36,28.19,-0.13,-1.350,0.6,0.4,2.46,-5.093,-0.590,-0.26,DJ,-0.087,-0.35,DJF,-0.26,-0.03,1981-1982,N
373,2/1/1981,1981,FEB,0.42,24.93,-1.17,25.52,-0.88,26.11,-0.64,28.02,-0.17,-1.094,-0.3,-0.7,0.21,-0.531,0.388,-0.05,JF,-0.337,-0.23,JFM,-0.50,-0.33,1981-1982,N
374,3/1/1981,1981,MAR,0.48,25.94,-0.55,26.61,-0.59,26.64,-0.64,28.15,-0.17,-0.835,-2.1,-0.9,1.27,-2.467,0.817,0.82,FM,-0.128,0.33,FMA,-0.47,-0.43,1981-1982,N
375,4/1/1981,1981,APR,0.32,24.81,-0.73,27.06,-0.52,27.29,-0.53,28.11,-0.52,-0.558,-0.2,-0.9,-1.23,1.342,0.718,0.18,MA,0.362,0.42,MAM,-0.37,-0.25,1981-1982,N
376,5/1/1981,1981,MAY,0.25,23.65,-0.77,26.71,-0.54,27.36,-0.57,28.36,-0.56,-0.496,1.3,0.5,1.83,0.728,-0.685,-0.36,AM,0.290,-0.24,AMJ,-0.26,-0.32,1981-1982,N
377,6/1/1981,1981,JUN,0.29,22.49,-0.63,26.19,-0.43,27.27,-0.46,28.38,-0.59,-0.464,2.0,0.4,-0.10,0.874,-0.494,-0.53,MJ,0.013,-0.69,MJJ,-0.29,-0.19,1981-1982,N
378,7/1/1981,1981,JUL,0.32,21.07,-0.89,25.21,-0.60,26.65,-0.64,28.17,-0.73,-0.533,1.4,0.1,-1.02,1.091,-0.422,-0.61,JJ,-0.096,-0.60,JJA,-0.30,-0.39,1981-1982,N
379,8/1/1981,1981,AUG,0.35,19.88,-1.13,24.38,-0.73,26.33,-0.53,28.08,-0.71,-0.604,1.2,0.9,-1.54,-0.833,0.317,-0.29,JA,-0.076,-0.33,JAS,-0.25,-0.19,1981-1982,N
380,9/1/1981,1981,SEP,0.15,19.93,-0.79,24.67,-0.23,26.53,-0.19,28.36,-0.40,-0.708,0.5,0.0,0.08,1.382,-0.910,-0.18,AS,0.082,-0.06,ASO,-0.16,0.05,1981-1982,N
381,10/1/1981,1981,OCT,0.12,20.44,-0.57,24.80,-0.18,26.42,-0.30,28.38,-0.38,-0.668,-0.6,0.2,-1.43,-0.931,-0.571,0.31,SO,0.201,-0.16,SON,-0.13,-0.21,1981-1982,N
382,11/1/1981,1981,NOV,0.23,21.19,-0.46,24.70,-0.41,26.29,-0.41,28.39,-0.31,-0.520,0.3,0.3,1.19,-2.930,-0.842,-0.14,ON,0.177,-0.27,OND,-0.15,-0.31,1981-1982,N
383,12/1/1981,1981,DEC,0.41,22.63,-0.18,25.17,-0.05,26.40,-0.20,28.45,-0.09,-0.404,0.8,-0.2,-0.42,-1.241,-0.213,-0.06,ND,0.064,-0.20,NDJ,-0.08,-0.05,1981-1982,N
384,1/1/1982,1982,JAN,0.05,24.30,-0.26,25.86,0.20,26.67,0.13,28.29,-0.03,-0.565,2.0,0.9,-1.75,1.537,-0.670,-0.29,DJ,0.077,-0.43,DJF,-0.05,0.37,1982-1983,VSE
385,2/1/1982,1982,FEB,0.15,25.31,-0.79,26.40,0.00,26.59,-0.17,28.02,-0.18,-0.753,0.4,0.1,-1.20,-0.756,-0.313,-0.04,JF,0.019,-0.50,JFM,0.07,0.09,1982-1983,VSE
386,3/1/1982,1982,MAR,0.03,25.20,-1.29,27.11,-0.10,27.41,0.13,28.39,0.07,-0.931,1.0,-0.6,-1.66,-4.487,-0.171,0.04,FM,0.107,-0.28,FMA,0.19,0.52,1982-1983,VSE
387,4/1/1982,1982,APR,0.15,24.73,-0.81,27.57,-0.01,28.03,0.21,28.95,0.33,-1.271,0.1,0.0,-2.08,-2.286,-0.170,0.48,MA,0.440,-0.37,MAM,0.47,0.59,1982-1983,VSE
388,5/1/1982,1982,MAY,0.18,24.11,-0.31,27.64,0.39,28.39,0.45,29.31,0.39,-1.319,-0.6,0.4,-0.53,-0.294,-0.048,1.05,AM,0.949,-0.11,AMJ,0.66,0.83,1982-1983,VSE
389,6/1/1982,1982,JUN,0.06,23.25,0.13,27.16,0.54,28.26,0.53,29.41,0.45,-0.955,-1.7,-0.2,2.17,-3.193,0.437,1.77,MJ,1.480,0.63,MJJ,0.72,0.90,1982-1983,VSE
390,7/1/1982,1982,JUL,0.14,22.43,0.47,26.22,0.41,27.66,0.37,29.03,0.13,-0.406,-2.5,-1.2,0.49,-0.650,2.219,1.55,JJ,1.768,1.65,JJA,0.79,0.74,1982-1983,VSE
391,8/1/1982,1982,AUG,0.03,21.81,0.80,26.06,0.95,27.58,0.73,28.87,0.09,0.021,-2.9,-1.6,0.31,-0.735,1.649,1.86,JA,1.841,1.91,JAS,1.07,1.11,1982-1983,VSE
392,9/1/1982,1982,SEP,0.14,22.03,1.31,26.79,1.89,28.21,1.49,29.09,0.33,0.871,-2.9,-1.4,0.83,-1.199,1.888,1.95,AS,1.871,1.68,ASO,1.58,1.91,1982-1983,VSE
393,10/1/1982,1982,OCT,0.13,22.83,1.81,27.28,2.30,28.71,1.99,29.44,0.67,1.535,-2.8,-1.8,-0.86,-2.823,1.948,2.15,SO,2.254,1.77,SON,1.97,2.41,1982-1983,VSE
394,11/1/1982,1982,NOV,0.18,24.68,3.03,27.50,2.40,28.62,1.92,29.27,0.57,1.870,-4.3,-2.0,-0.47,-5.642,2.956,2.63,ON,2.593,2.13,OND,2.18,2.32,1982-1983,VSE
395,12/1/1982,1982,DEC,0.43,25.97,3.16,28.08,2.86,28.80,2.20,29.05,0.51,1.913,-3.7,-0.9,0.45,-3.853,1.962,2.24,ND,2.777,2.36,NDJ,2.23,2.56,1982-1983,VSE
396,1/1/1983,1983,JAN,0.53,27.21,2.65,28.66,3.00,28.89,2.35,28.71,0.39,2.096,-5.8,-1.5,0.87,-8.411,2.469,2.65,DJ,3.080,2.47,DJF,2.18,2.69,1983-1984,WL
397,2/1/1983,1983,FEB,0.43,28.13,2.03,28.71,2.30,28.69,1.94,28.52,0.33,2.332,-6.0,-0.7,1.44,-12.164,2.060,2.76,JF,3.310,2.66,JFM,1.92,2.22,1983-1984,WL
398,3/1/1983,1983,MAR,0.42,28.72,2.23,28.89,1.68,28.66,1.38,28.55,0.23,2.673,-4.0,0.1,2.03,-11.385,1.545,2.49,FM,3.349,2.60,FMA,1.54,1.69,1983-1984,WL
399,4/1/1983,1983,APR,0.28,28.86,3.32,29.13,1.55,28.77,0.95,28.67,0.04,3.352,-1.5,0.3,0.98,-5.171,1.436,1.59,MA,3.084,2.75,MAM,1.29,1.23,1983-1984,WL
400,5/1/1983,1983,MAY,0.34,28.26,3.85,28.98,1.73,28.84,0.90,29.08,0.16,4.140,1.0,-0.8,-0.08,-0.328,1.537,0.68,AM,2.665,2.85,AMJ,1.06,1.19,1983-1984,WL
401,6/1/1983,1983,JUN,0.23,27.36,4.24,28.14,1.52,28.27,0.54,28.97,0.00,4.638,0.1,-0.9,2.10,0.351,1.421,0.81,MJ,2.337,1.96,MJJ,0.72,0.60,1983-1984,WL
402,7/1/1983,1983,JUL,0.18,25.76,3.80,26.61,0.80,27.18,-0.11,28.63,-0.27,4.557,-1.0,-1.0,0.82,0.501,-1.063,0.36,JJ,1.922,0.63,JJA,0.31,-0.08,1983-1984,WL
403,8/1/1983,1983,AUG,0.36,23.93,2.93,25.77,0.65,26.59,-0.27,28.39,-0.40,4.210,0.2,-0.1,0.50,-0.987,-0.054,0.07,JA,1.155,-0.17,JAS,-0.08,-0.22,1983-1984,WL
404,9/1/1983,1983,SEP,0.37,22.10,1.37,25.03,0.13,26.20,-0.52,27.98,-0.78,3.640,1.4,-0.1,-1.37,-0.596,-0.529,-0.64,AS,0.462,-0.50,ASO,-0.46,-0.43,1983-1984,WL
405,10/1/1983,1983,OCT,0.17,22.00,0.99,24.37,-0.61,25.56,-1.16,27.87,-0.89,2.955,0.7,0.3,0.26,-0.867,-0.722,-0.73,SO,0.105,-0.53,SON,-0.81,-1.12,1983-1984,WL
406,11/1/1983,1983,NOV,0.30,22.05,0.40,24.07,-1.03,25.41,-1.29,27.68,-1.01,2.301,-0.2,0.2,1.75,-3.758,-0.563,-0.51,ON,-0.099,-0.47,OND,-1.00,-1.26,1983-1984,WL
407,12/1/1983,1983,DEC,0.17,23.03,0.21,24.39,-0.84,25.57,-1.03,27.71,-0.83,1.739,0.0,1.1,-0.61,-4.060,-0.858,-0.33,ND,0.054,-0.50,NDJ,-0.91,-1.03,1983-1984,WL
408,1/1/1984,1984,JAN,0.31,24.18,-0.39,25.08,-0.58,25.88,-0.67,27.49,-0.83,1.335,0.3,1.7,0.60,4.257,-1.252,-0.32,DJ,0.054,-0.55,DJF,-0.60,-0.59,1984-1985,WL
409,2/1/1984,1984,FEB,0.14,25.22,-0.88,26.26,-0.15,26.56,-0.19,27.48,-0.72,1.111,1.4,1.9,0.73,2.995,-1.334,-0.47,JF,-0.166,-0.56,JFM,-0.42,0.00,1984-1985,WL
410,3/1/1984,1984,MAR,0.26,25.62,-0.87,26.97,-0.23,26.77,-0.52,27.47,-0.85,0.766,-0.4,1.2,1.08,1.301,-0.853,0.05,FM,-0.192,-0.17,FMA,-0.34,-0.46,1984-1985,WL
411,4/1/1984,1984,APR,0.06,25.30,-0.23,27.09,-0.49,27.14,-0.68,27.75,-0.88,0.514,0.6,1.1,1.41,1.688,-1.439,-0.57,MA,0.096,0.06,MAM,-0.43,-0.59,1984-1985,WL
412,5/1/1984,1984,MAY,0.33,23.30,-1.11,26.32,-0.93,27.20,-0.73,28.13,-0.78,0.336,0.3,0.7,0.37,1.318,-1.617,-0.42,AM,-0.052,-0.46,AMJ,-0.51,-0.50,1984-1985,WL
413,6/1/1984,1984,JUN,0.02,22.18,-0.95,25.45,-1.17,26.83,-0.90,28.19,-0.78,0.139,-0.6,0.5,-0.36,1.482,-1.126,-0.30,MJ,-0.402,-0.69,MJJ,-0.45,-0.62,1984-1985,WL
414,7/1/1984,1984,JUL,0.19,21.33,-0.63,25.03,-0.78,26.79,-0.50,28.30,-0.59,-0.236,0.3,0.1,-2.61,-1.165,-1.000,-0.23,JJ,-0.416,-0.35,JJA,-0.30,-0.17,1984-1985,WL
415,8/1/1984,1984,AUG,0.19,20.45,-0.56,24.71,-0.41,26.61,-0.24,28.17,-0.62,-0.186,0.7,0.2,-1.14,1.063,-1.283,-0.32,JA,-0.365,-0.19,JAS,-0.16,0.11,1984-1985,WL
416,9/1/1984,1984,SEP,0.21,20.66,-0.07,24.56,-0.34,26.38,-0.34,28.22,-0.54,0.165,0.2,0.3,-0.02,0.632,-1.366,-0.20,AS,-0.214,-0.14,ASO,-0.24,-0.16,1984-1985,WL
417,10/1/1984,1984,OCT,0.13,20.51,-0.51,24.31,-0.67,26.04,-0.67,28.02,-0.74,0.594,-0.5,0.2,-0.53,1.620,-0.667,-0.19,SO,-0.102,-0.19,SON,-0.56,-0.40,1984-1985,WL
418,11/1/1984,1984,NOV,0.07,21.52,-0.13,24.11,-0.99,25.52,-1.19,27.79,-0.91,0.620,0.4,-0.2,0.39,-2.479,0.110,-0.64,ON,-0.359,-0.58,OND,-0.92,-0.98,1984-1985,WL
419,12/1/1984,1984,DEC,-0.04,22.41,-0.40,23.96,-1.27,25.25,-1.34,27.59,-0.95,0.720,-0.2,0.1,-1.90,-0.324,-0.608,-0.59,ND,-0.660,-0.29,NDJ,-1.14,-1.10,1984-1985,WL
420,1/1/1985,1985,JAN,0.22,23.79,-0.78,24.40,-1.26,25.38,-1.16,27.68,-0.64,0.783,-0.5,0.2,1.44,0.568,-0.068,-0.16,DJ,-0.744,-0.26,DJF,-1.04,-0.91,1985-1986,N
421,2/1/1985,1985,FEB,-0.04,24.72,-1.38,25.50,-0.90,26.03,-0.72,27.49,-0.71,0.443,2.0,1.2,-0.99,6.115,-0.862,-0.84,JF,-0.777,-0.58,JFM,-0.85,-0.46,1985-1986,N
422,3/1/1985,1985,MAR,0.17,25.60,-0.89,26.42,-0.78,26.50,-0.79,27.31,-1.01,-0.017,1.3,-0.7,-1.19,4.007,0.133,-0.68,FM,-0.863,-0.60,FMA,-0.77,-0.45,1985-1986,N
423,4/1/1985,1985,APR,0.12,24.16,-1.37,26.53,-1.05,26.64,-1.18,27.48,-1.14,-0.175,1.9,0.8,-1.27,1.571,-0.878,-1.09,MA,-0.772,-0.77,MAM,-0.78,-0.92,1985-1986,N
424,5/1/1985,1985,MAY,0.14,22.53,-1.88,26.19,-1.07,26.90,-1.03,27.93,-0.98,-0.404,0.7,1.1,-0.82,0.973,-1.271,-0.53,AM,-0.791,-1.23,AMJ,-0.78,-0.69,1985-1986,N
425,6/1/1985,1985,JUN,0.15,21.85,-1.27,25.60,-1.02,26.81,-0.91,28.02,-0.95,-0.810,-0.6,0.5,1.28,-1.071,-0.651,-0.12,MJ,-0.533,-0.67,MJJ,-0.63,-0.53,1985-1986,N
426,7/1/1985,1985,JUL,0.04,20.56,-1.40,24.71,-1.10,26.56,-0.74,28.18,-0.72,-1.019,-0.2,0.3,-0.19,-1.102,-0.501,-0.25,JJ,-0.102,-0.10,JJA,-0.49,-0.38,1985-1986,N
427,8/1/1985,1985,AUG,0.17,19.78,-1.23,24.24,-0.88,26.30,-0.56,28.21,-0.58,-1.081,1.6,0.4,-0.53,0.499,-0.527,-0.64,JA,-0.365,-0.49,JAS,-0.46,-0.15,1985-1986,N
428,9/1/1985,1985,SEP,0.13,19.74,-0.99,24.04,-0.86,26.02,-0.70,28.28,-0.48,-1.140,0.0,0.0,-0.63,0.844,-0.862,-0.28,AS,-0.601,-0.56,ASO,-0.40,-0.38,1985-1986,N
429,10/1/1985,1985,OCT,0.12,20.10,-0.92,24.18,-0.80,26.23,-0.49,28.36,-0.40,-1.053,-0.6,0.2,-1.50,0.881,-0.516,-0.01,SO,-0.257,-0.08,SON,-0.35,-0.11,1985-1986,N
430,11/1/1985,1985,NOV,0.05,20.86,-0.79,24.40,-0.70,26.33,-0.37,28.35,-0.35,-0.798,-0.3,-0.1,-1.83,-0.695,-0.695,-0.01,ON,0.015,-0.06,OND,-0.27,-0.05,1985-1986,N
431,12/1/1985,1985,DEC,0.14,22.43,-0.38,24.50,-0.73,26.19,-0.41,28.30,-0.24,-0.515,0.4,0.1,1.08,-0.512,-0.295,-0.17,ND,-0.151,-0.42,NDJ,-0.36,-0.12,1985-1986,N
432,1/1/1986,1986,JAN,0.26,24.56,0.00,24.86,-0.80,25.89,-0.66,28.07,-0.25,-0.477,1.6,0.2,0.60,-3.013,-1.193,-0.65,DJ,-0.278,-0.40,DJF,-0.49,-0.35,1986-1987,ME
433,2/1/1986,1986,FEB,0.37,26.00,-0.10,25.88,-0.53,26.05,-0.71,27.96,-0.23,-0.409,-1.7,0.9,0.41,-5.391,-0.543,0.17,JF,-0.228,-0.34,JFM,-0.47,-0.55,1986-1987,ME
434,3/1/1986,1986,MAR,0.30,25.76,-0.73,26.83,-0.37,26.87,-0.42,28.16,-0.16,-0.430,0.8,1.1,0.51,-2.448,-1.616,-0.25,FM,-0.087,-0.39,FMA,-0.31,-0.10,1986-1987,ME
435,4/1/1986,1986,APR,0.22,24.68,-0.85,27.20,-0.38,27.49,-0.33,28.28,-0.34,-0.816,0.5,0.4,-0.15,2.399,-1.081,-0.29,MA,-0.004,-0.53,MAM,-0.20,0.02,1986-1987,ME
436,5/1/1986,1986,MAY,0.21,23.23,-1.18,26.65,-0.60,27.40,-0.53,28.58,-0.33,-1.099,-0.4,0.4,-0.03,-1.489,0.212,0.03,AM,0.141,-0.26,AMJ,-0.12,-0.28,1986-1987,ME
437,6/1/1986,1986,JUN,0.12,22.05,-1.08,26.17,-0.45,27.42,-0.31,28.77,-0.19,-1.197,1.6,-0.2,0.39,-0.069,-0.203,-0.36,MJ,0.319,0.02,MJJ,-0.04,-0.03,1986-1987,ME
438,7/1/1986,1986,JUL,0.11,21.47,-0.49,25.67,-0.14,27.18,-0.11,28.82,-0.08,-1.454,0.5,-0.2,-0.35,2.059,-0.030,0.18,JJ,0.377,0.41,JJA,0.22,0.15,1986-1987,ME
439,8/1/1986,1986,AUG,0.16,20.91,-0.10,25.29,0.17,27.17,0.32,28.85,0.06,-1.556,-0.6,0.2,-1.49,0.026,0.071,0.56,JA,0.736,0.97,JAS,0.44,0.67,1986-1987,ME
440,9/1/1986,1986,SEP,0.03,20.91,0.18,25.20,0.30,27.24,0.53,28.98,0.22,-1.402,-0.8,-1.0,-0.28,0.220,0.021,0.74,AS,1.147,1.29,ASO,0.71,0.91,1986-1987,ME
441,10/1/1986,1986,OCT,0.15,21.27,0.25,25.51,0.53,27.53,0.81,28.99,0.23,-1.248,1.1,-0.8,1.18,-1.132,0.077,0.32,SO,1.198,0.56,SON,0.94,1.16,1986-1987,ME
442,11/1/1986,1986,NOV,0.10,22.01,0.36,25.88,0.78,27.71,1.01,29.07,0.38,-1.098,-2.0,-1.5,-0.71,2.168,0.137,1.32,ON,1.237,0.64,OND,1.14,1.37,1986-1987,ME
443,12/1/1986,1986,DEC,0.13,23.41,0.60,26.15,0.92,27.72,1.12,28.86,0.32,-0.733,-2.4,-2.4,1.06,-3.139,1.808,1.23,ND,1.342,1.06,NDJ,1.22,1.56,1986-1987,ME
444,1/1/1987,1987,JAN,0.32,25.56,0.99,26.68,1.02,27.68,1.14,28.62,0.30,-0.569,-1.1,-2.3,0.63,0.291,0.512,0.99,DJ,1.380,1.03,DJF,1.23,1.54,1987-1988,SE
445,2/1/1987,1987,FEB,0.43,27.07,0.97,27.55,1.14,27.88,1.13,28.70,0.50,-0.174,-2.1,-2.3,0.57,-1.989,1.106,1.31,JF,1.529,1.16,JFM,1.19,1.59,1987-1988,SE
446,3/1/1987,1987,MAR,0.18,27.93,1.44,28.20,1.00,28.27,0.98,28.79,0.47,-0.010,-2.1,-1.3,0.85,-5.518,1.524,1.72,FM,1.883,1.57,FMA,1.06,1.30,1987-1988,SE
447,4/1/1987,1987,APR,0.24,27.10,1.56,28.35,0.77,28.39,0.58,28.70,0.08,-0.120,-2.3,-1.3,1.54,-2.083,2.018,1.87,MA,2.171,1.75,MAM,0.95,0.89,1987-1988,SE
448,5/1/1987,1987,MAY,0.26,25.93,1.52,28.14,0.89,28.56,0.62,29.10,0.19,-0.199,-2.1,-1.9,-1.02,-1.593,2.150,1.97,AM,2.162,1.97,AMJ,0.97,0.71,1987-1988,SE
449,6/1/1987,1987,JUN,0.35,24.10,0.98,27.48,0.86,28.65,0.92,29.37,0.40,-0.286,-1.8,-1.2,0.56,-1.093,1.302,2.12,MJ,2.069,2.07,MJJ,1.22,1.06,1987-1988,SE
450,7/1/1987,1987,JUL,0.40,22.98,1.03,26.92,1.11,28.59,1.29,29.38,0.49,-0.594,-2.2,-2.2,-0.43,-3.163,2.220,2.09,JJ,2.200,1.88,JJA,1.51,1.37,1987-1988,SE
451,8/1/1987,1987,AUG,0.25,21.82,0.82,26.57,1.45,28.42,1.57,29.38,0.59,-0.736,-1.5,-1.6,0.74,-2.171,0.765,1.84,JA,2.343,1.46,JAS,1.70,1.59,1987-1988,SE
452,9/1/1987,1987,SEP,0.35,21.83,1.10,26.56,1.66,28.36,1.65,29.54,0.78,-0.788,-1.7,-0.6,-2.60,0.138,1.731,1.63,AS,2.054,1.26,ASO,1.65,1.68,1987-1988,SE
453,10/1/1987,1987,OCT,0.33,22.47,1.45,26.14,1.16,27.96,1.24,29.58,0.82,-0.821,-0.6,-1.2,0.75,-3.031,0.804,1.13,SO,1.824,1.18,SON,1.48,1.18,1987-1988,SE
454,11/1/1987,1987,NOV,0.29,22.80,1.14,26.09,0.99,27.77,1.07,29.52,0.82,-0.910,0.0,-0.7,1.19,0.566,0.312,0.73,ON,1.575,0.91,OND,1.25,0.94,1987-1988,SE
455,12/1/1987,1987,DEC,0.46,23.48,0.67,26.23,1.00,27.54,0.94,29.30,0.76,-0.976,-0.8,-1.3,0.50,-0.861,0.339,0.87,ND,1.490,0.79,NDJ,1.11,0.95,1987-1988,SE
456,1/1/1988,1988,JAN,0.57,24.59,0.02,26.34,0.68,27.45,0.90,28.96,0.65,-1.223,-0.2,-0.9,0.03,0.300,0.045,0.56,DJ,1.387,0.63,DJF,0.81,0.88,1988-1989,SL
457,2/1/1988,1988,FEB,0.44,25.79,-0.31,26.40,-0.01,27.03,0.28,28.65,0.45,-1.148,-0.6,-0.7,1.37,2.772,0.064,0.51,JF,1.020,0.33,JFM,0.54,0.11,1988-1989,SL
458,3/1/1988,1988,MAR,0.51,25.68,-0.81,27.06,-0.15,27.38,0.10,28.46,0.14,-1.086,1.1,0.4,0.38,7.241,-0.834,0.23,FM,0.703,0.17,FMA,0.14,-0.09,1988-1989,SL
459,4/1/1988,1988,APR,0.43,24.70,-0.83,26.93,-0.65,27.38,-0.44,28.27,-0.36,-1.134,0.2,0.2,1.12,-3.226,0.497,-0.31,MA,0.429,-0.01,MAM,-0.31,-0.66,1988-1989,SL
460,5/1/1988,1988,MAY,0.44,23.15,-1.26,25.68,-1.57,26.68,-1.25,28.30,-0.62,-1.066,1.5,0.6,0.61,1.243,-0.820,-1.34,AM,-0.047,-0.39,AMJ,-0.88,-1.52,1988-1989,SL
461,6/1/1988,1988,JUN,0.40,21.46,-1.66,24.44,-2.18,25.99,-1.74,28.09,-0.88,-0.921,0.1,0.9,1.31,-0.313,-0.742,-1.16,MJ,-0.735,-1.18,MJJ,-1.30,-1.94,1988-1989,SL
462,7/1/1988,1988,JUL,0.33,20.59,-1.37,23.74,-2.06,25.56,-1.74,27.96,-0.94,-0.856,1.7,0.9,1.60,0.160,-0.582,-1.64,JJ,-1.416,-1.77,JJA,-1.30,-1.80,1988-1989,SL
463,8/1/1988,1988,AUG,0.39,19.55,-1.46,23.64,-1.48,25.66,-1.19,28.02,-0.77,-0.490,2.5,1.1,-0.62,-1.831,-1.222,-1.64,JA,-1.704,-1.81,JAS,-1.11,-1.19,1988-1989,SL
464,9/1/1988,1988,SEP,0.37,19.44,-1.29,23.81,-1.09,25.72,-1.00,27.84,-0.92,0.341,3.0,1.1,-0.97,2.046,-1.195,-1.64,AS,-1.783,-1.81,ASO,-1.19,-0.96,1988-1989,SL
465,10/1/1988,1988,OCT,0.38,19.81,-1.20,23.43,-1.55,24.82,-1.90,27.12,-1.64,0.939,2.3,0.8,0.89,0.531,-1.099,-1.78,SO,-1.760,-1.60,SON,-1.48,-1.94,1988-1989,SL
466,11/1/1988,1988,NOV,0.12,20.70,-0.96,23.44,-1.67,24.65,-2.05,26.97,-1.73,1.711,2.8,1.2,0.11,2.417,-1.850,-2.00,ON,-1.778,-1.71,OND,-1.80,-2.00,1988-1989,SL
467,12/1/1988,1988,DEC,0.29,22.06,-0.75,23.62,-1.61,24.63,-1.96,26.77,-1.77,2.441,2.0,1.6,0.33,4.167,-0.873,-1.35,ND,-1.670,-1.55,NDJ,-1.85,-1.87,1988-1989,SL
468,1/1/1989,1989,JAN,0.12,24.27,-0.30,24.22,-1.44,24.58,-1.97,26.60,-1.72,2.535,2.5,1.7,-1.57,8.678,-0.783,-1.45,DJ,-1.468,-1.12,DJF,-1.69,-1.89,1989-1990,N
469,2/1/1989,1989,FEB,0.30,26.04,-0.06,25.44,-0.96,25.28,-1.47,26.66,-1.53,2.291,2.0,1.7,-1.71,3.284,-0.869,-1.13,JF,-1.330,-1.10,JFM,-1.43,-1.34,1989-1990,N
470,3/1/1989,1989,MAR,0.36,26.34,-0.15,26.19,-1.01,26.08,-1.21,27.16,-1.16,1.817,1.8,1.3,-1.56,-1.980,-0.765,-1.09,FM,-1.198,-1.24,FMA,-1.08,-1.03,1989-1990,N
471,4/1/1989,1989,APR,0.29,25.45,-0.09,26.72,-0.86,26.74,-1.08,27.61,-1.01,1.242,2.7,0.6,-0.77,-0.508,-0.655,-1.68,MA,-1.143,-1.09,MAM,-0.83,-0.92,1989-1990,N
472,5/1/1989,1989,MAY,0.18,23.21,-1.20,26.42,-0.83,27.06,-0.88,28.13,-0.79,0.594,2.0,0.4,-0.04,2.382,-0.721,-1.29,AM,-1.124,-1.03,AMJ,-0.58,-0.60,1989-1990,N
473,6/1/1989,1989,JUN,0.15,22.04,-1.08,26.30,-0.32,27.14,-0.59,28.05,-0.92,0.233,1.2,0.6,-0.56,-1.820,-0.010,-0.80,MJ,-1.027,-1.00,MJJ,-0.40,-0.28,1989-1990,N
474,7/1/1989,1989,JUL,0.35,21.17,-0.79,25.35,-0.45,26.72,-0.57,28.05,-0.85,-0.139,1.5,0.4,-0.59,3.336,-0.221,-0.67,JJ,-0.951,-1.08,JJA,-0.31,-0.41,1989-1990,N
